Entity;Code;Day;residential
Uruguay;URY;16.02.2022;4.571
Uruguay;URY;17.02.2022;4.714
Uruguay;URY;18.02.2022;4.571
Uruguay;URY;19.02.2022;3.714
Uruguay;URY;20.02.2022;3.714
Uruguay;URY;21.02.2022;3.857
Uruguay;URY;22.02.2022;3.857
Uruguay;URY;23.02.2022;3.714
Uruguay;URY;24.02.2022;3.857
Uruguay;URY;25.02.2022;3.571
Uruguay;URY;26.02.2022;3.571
Uruguay;URY;27.02.2022;3.857
Uruguay;URY;28.02.2022;4.429
Uruguay;URY;01.03.2022;4.714
Uruguay;URY;02.03.2022;4.571
Uruguay;URY;03.03.2022;4
Uruguay;URY;04.03.2022;4.143
Uruguay;URY;05.03.2022;4.429
Uruguay;URY;06.03.2022;4
Uruguay;URY;07.03.2022;3.286
Uruguay;URY;08.03.2022;3
Uruguay;URY;09.03.2022;3.143
Uruguay;URY;10.03.2022;3.143
Uruguay;URY;11.03.2022;2.857
Uruguay;URY;12.03.2022;2.571
Uruguay;URY;13.03.2022;2.429
Uruguay;URY;14.03.2022;2.143
Uruguay;URY;15.03.2022;1.857
Uruguay;URY;16.03.2022;1.714
Uruguay;URY;17.03.2022;1.714
Uruguay;URY;18.03.2022;2.286
Uruguay;URY;19.03.2022;2.429
Uruguay;URY;20.03.2022;2.714
Uruguay;URY;21.03.2022;2.857
Uruguay;URY;22.03.2022;3.143
Uruguay;URY;23.03.2022;3.286
Uruguay;URY;24.03.2022;3.429
Uruguay;URY;25.03.2022;3.286
Uruguay;URY;26.03.2022;3.857
Uruguay;URY;27.03.2022;3.143
Uruguay;URY;28.03.2022;3.143
Uruguay;URY;29.03.2022;3
Uruguay;URY;30.03.2022;3.143
Uruguay;URY;31.03.2022;3.143
Uruguay;URY;01.04.2022;2.857
Uruguay;URY;02.04.2022;2.143
Uruguay;URY;03.04.2022;2.857
Uruguay;URY;04.04.2022;2.714
Uruguay;URY;05.04.2022;2.429
Uruguay;URY;06.04.2022;2
Uruguay;URY;07.04.2022;1.714
Uruguay;URY;08.04.2022;1.429
Uruguay;URY;09.04.2022;1.143
Uruguay;URY;10.04.2022;0.714
Uruguay;URY;11.04.2022;1.714
Uruguay;URY;12.04.2022;2.429
Uruguay;URY;13.04.2022;3
Uruguay;URY;14.04.2022;4
Uruguay;URY;15.04.2022;5.857
Uruguay;URY;16.04.2022;6.429
Uruguay;URY;17.04.2022;6.429
Uruguay;URY;18.04.2022;6.571
Uruguay;URY;19.04.2022;6
Uruguay;URY;20.04.2022;5.571
Uruguay;URY;21.04.2022;4.714
Uruguay;URY;22.04.2022;3.429
Uruguay;URY;23.04.2022;3.429
Uruguay;URY;24.04.2022;3.857
Uruguay;URY;25.04.2022;3.429
Uruguay;URY;26.04.2022;3.571
Uruguay;URY;27.04.2022;4
Uruguay;URY;28.04.2022;4.429
Uruguay;URY;29.04.2022;4.143
Uruguay;URY;30.04.2022;4.143
Venezuela;VEN;17.02.2020;-0.667
Venezuela;VEN;18.02.2020;-0.75
Venezuela;VEN;19.02.2020;-1.2
Venezuela;VEN;20.02.2020;-1.333
Venezuela;VEN;21.02.2020;-1
Venezuela;VEN;22.02.2020;-1
Venezuela;VEN;23.02.2020;-1.429
Venezuela;VEN;24.02.2020;-0.429
Venezuela;VEN;25.02.2020;1
Venezuela;VEN;26.02.2020;1.429
Venezuela;VEN;27.02.2020;1.857
Venezuela;VEN;28.02.2020;1.571
Venezuela;VEN;29.02.2020;1.857
Venezuela;VEN;01.03.2020;2.429
Venezuela;VEN;02.03.2020;1.429
Venezuela;VEN;03.03.2020;0
Venezuela;VEN;04.03.2020;0
Venezuela;VEN;05.03.2020;-0.286
Venezuela;VEN;06.03.2020;-0.429
Venezuela;VEN;07.03.2020;-0.714
Venezuela;VEN;08.03.2020;-0.857
Venezuela;VEN;09.03.2020;-1
Venezuela;VEN;10.03.2020;-0.571
Venezuela;VEN;11.03.2020;-0.571
Venezuela;VEN;12.03.2020;-0.429
Venezuela;VEN;13.03.2020;-0.286
Venezuela;VEN;14.03.2020;0.286
Venezuela;VEN;15.03.2020;0.857
Venezuela;VEN;16.03.2020;2.857
Venezuela;VEN;17.03.2020;5.143
Venezuela;VEN;18.03.2020;8
Venezuela;VEN;19.03.2020;11.143
Venezuela;VEN;20.03.2020;14.571
Venezuela;VEN;21.03.2020;16.857
Venezuela;VEN;22.03.2020;18.429
Venezuela;VEN;23.03.2020;19.857
Venezuela;VEN;24.03.2020;20.571
Venezuela;VEN;25.03.2020;21.143
Venezuela;VEN;26.03.2020;21.286
Venezuela;VEN;27.03.2020;21.429
Venezuela;VEN;28.03.2020;21.429
Venezuela;VEN;29.03.2020;21.571
Venezuela;VEN;30.03.2020;21.429
Venezuela;VEN;31.03.2020;21.286
Venezuela;VEN;01.04.2020;21.143
Venezuela;VEN;02.04.2020;21.143
Venezuela;VEN;03.04.2020;21
Venezuela;VEN;04.04.2020;21
Venezuela;VEN;05.04.2020;20.857
Venezuela;VEN;06.04.2020;20.714
Venezuela;VEN;07.04.2020;20.429
Venezuela;VEN;08.04.2020;20.143
Venezuela;VEN;09.04.2020;20.429
Venezuela;VEN;10.04.2020;21.143
Venezuela;VEN;11.04.2020;21.286
Venezuela;VEN;12.04.2020;21.143
Venezuela;VEN;13.04.2020;21.143
Venezuela;VEN;14.04.2020;21.286
Venezuela;VEN;15.04.2020;21.429
Venezuela;VEN;16.04.2020;21
Venezuela;VEN;17.04.2020;20.429
Venezuela;VEN;18.04.2020;20
Venezuela;VEN;19.04.2020;20
Venezuela;VEN;20.04.2020;20
Venezuela;VEN;21.04.2020;20
Venezuela;VEN;22.04.2020;19.857
Venezuela;VEN;23.04.2020;19.714
Venezuela;VEN;24.04.2020;19.429
Venezuela;VEN;25.04.2020;19.429
Venezuela;VEN;26.04.2020;19.429
Venezuela;VEN;27.04.2020;19.429
Venezuela;VEN;28.04.2020;18.857
Venezuela;VEN;29.04.2020;18.857
Venezuela;VEN;30.04.2020;18.714
Venezuela;VEN;01.05.2020;18.857
Venezuela;VEN;02.05.2020;18.714
Venezuela;VEN;03.05.2020;18.429
Venezuela;VEN;04.05.2020;18
Venezuela;VEN;05.05.2020;18.143
Venezuela;VEN;06.05.2020;17.857
Venezuela;VEN;07.05.2020;17.714
Venezuela;VEN;08.05.2020;17
Venezuela;VEN;09.05.2020;16.571
Venezuela;VEN;10.05.2020;15.714
Venezuela;VEN;11.05.2020;15.714
Venezuela;VEN;12.05.2020;15.571
Venezuela;VEN;13.05.2020;15.429
Venezuela;VEN;14.05.2020;15
Venezuela;VEN;15.05.2020;15.143
Venezuela;VEN;16.05.2020;15.286
Venezuela;VEN;17.05.2020;16
Venezuela;VEN;18.05.2020;15.857
Venezuela;VEN;19.05.2020;15.857
Venezuela;VEN;20.05.2020;16
Venezuela;VEN;21.05.2020;16.571
Venezuela;VEN;22.05.2020;16.571
Venezuela;VEN;23.05.2020;16.571
Venezuela;VEN;24.05.2020;16.571
Venezuela;VEN;25.05.2020;16.857
Venezuela;VEN;26.05.2020;16.857
Venezuela;VEN;27.05.2020;16.714
Venezuela;VEN;28.05.2020;16.571
Venezuela;VEN;29.05.2020;16.571
Venezuela;VEN;30.05.2020;16.429
Venezuela;VEN;31.05.2020;16.429
Venezuela;VEN;01.06.2020;15.857
Venezuela;VEN;02.06.2020;15.571
Venezuela;VEN;03.06.2020;15.143
Venezuela;VEN;04.06.2020;14.571
Venezuela;VEN;05.06.2020;14
Venezuela;VEN;06.06.2020;13.714
Venezuela;VEN;07.06.2020;13.429
Venezuela;VEN;08.06.2020;13.571
Venezuela;VEN;09.06.2020;13.571
Venezuela;VEN;10.06.2020;13.714
Venezuela;VEN;11.06.2020;13.857
Venezuela;VEN;12.06.2020;14
Venezuela;VEN;13.06.2020;14.143
Venezuela;VEN;14.06.2020;14.286
Venezuela;VEN;15.06.2020;13.857
Venezuela;VEN;16.06.2020;13.571
Venezuela;VEN;17.06.2020;13.143
Venezuela;VEN;18.06.2020;12.857
Venezuela;VEN;19.06.2020;12.286
Venezuela;VEN;20.06.2020;11.857
Venezuela;VEN;21.06.2020;11.143
Venezuela;VEN;22.06.2020;12.286
Venezuela;VEN;23.06.2020;13.143
Venezuela;VEN;24.06.2020;14.429
Venezuela;VEN;25.06.2020;15.143
Venezuela;VEN;26.06.2020;16.286
Venezuela;VEN;27.06.2020;17.143
Venezuela;VEN;28.06.2020;18.143
Venezuela;VEN;29.06.2020;17.571
Venezuela;VEN;30.06.2020;17
Venezuela;VEN;01.07.2020;16.143
Venezuela;VEN;02.07.2020;15.857
Venezuela;VEN;03.07.2020;15.286
Venezuela;VEN;04.07.2020;14.714
Venezuela;VEN;05.07.2020;14.429
Venezuela;VEN;06.07.2020;14.714
Venezuela;VEN;07.07.2020;15.429
Venezuela;VEN;08.07.2020;15.857
Venezuela;VEN;09.07.2020;16.143
Venezuela;VEN;10.07.2020;16.714
Venezuela;VEN;11.07.2020;17.286
Venezuela;VEN;12.07.2020;17.714
Venezuela;VEN;13.07.2020;17.286
Venezuela;VEN;14.07.2020;16.714
Venezuela;VEN;15.07.2020;16.286
Venezuela;VEN;16.07.2020;15.857
Venezuela;VEN;17.07.2020;15.286
Venezuela;VEN;18.07.2020;14.857
Venezuela;VEN;19.07.2020;14.286
Venezuela;VEN;20.07.2020;14.714
Venezuela;VEN;21.07.2020;15.143
Venezuela;VEN;22.07.2020;15.429
Venezuela;VEN;23.07.2020;15.714
Venezuela;VEN;24.07.2020;16.714
Venezuela;VEN;25.07.2020;17.286
Venezuela;VEN;26.07.2020;17.857
Venezuela;VEN;27.07.2020;17.571
Venezuela;VEN;28.07.2020;17.143
Venezuela;VEN;29.07.2020;17
Venezuela;VEN;30.07.2020;17
Venezuela;VEN;31.07.2020;16.143
Venezuela;VEN;01.08.2020;15.714
Venezuela;VEN;02.08.2020;15.429
Venezuela;VEN;03.08.2020;15.857
Venezuela;VEN;04.08.2020;16.286
Venezuela;VEN;05.08.2020;16.714
Venezuela;VEN;06.08.2020;17
Venezuela;VEN;07.08.2020;17.286
Venezuela;VEN;08.08.2020;17.571
Venezuela;VEN;09.08.2020;17.857
Venezuela;VEN;10.08.2020;17.286
Venezuela;VEN;11.08.2020;16.857
Venezuela;VEN;12.08.2020;16.143
Venezuela;VEN;13.08.2020;15.429
Venezuela;VEN;14.08.2020;15
Venezuela;VEN;15.08.2020;14.571
Venezuela;VEN;16.08.2020;14.286
Venezuela;VEN;17.08.2020;14.714
Venezuela;VEN;18.08.2020;15
Venezuela;VEN;19.08.2020;15.429
Venezuela;VEN;20.08.2020;15.857
Venezuela;VEN;21.08.2020;16.286
Venezuela;VEN;22.08.2020;16.714
Venezuela;VEN;23.08.2020;17
Venezuela;VEN;24.08.2020;16.571
Venezuela;VEN;25.08.2020;16.143
Venezuela;VEN;26.08.2020;15.714
Venezuela;VEN;27.08.2020;15.286
Venezuela;VEN;28.08.2020;14.714
Venezuela;VEN;29.08.2020;14.286
Venezuela;VEN;30.08.2020;14
Venezuela;VEN;31.08.2020;14.429
Venezuela;VEN;01.09.2020;14.857
Venezuela;VEN;02.09.2020;15.429
Venezuela;VEN;03.09.2020;16
Venezuela;VEN;04.09.2020;16.571
Venezuela;VEN;05.09.2020;17
Venezuela;VEN;06.09.2020;17.143
Venezuela;VEN;07.09.2020;16.571
Venezuela;VEN;08.09.2020;16.143
Venezuela;VEN;09.09.2020;15.714
Venezuela;VEN;10.09.2020;15.429
Venezuela;VEN;11.09.2020;15
Venezuela;VEN;12.09.2020;14.714
Venezuela;VEN;13.09.2020;14.714
Venezuela;VEN;14.09.2020;15.429
Venezuela;VEN;15.09.2020;16
Venezuela;VEN;16.09.2020;16.714
Venezuela;VEN;17.09.2020;17.286
Venezuela;VEN;18.09.2020;18
Venezuela;VEN;19.09.2020;18.571
Venezuela;VEN;20.09.2020;19.143
Venezuela;VEN;21.09.2020;18.714
Venezuela;VEN;22.09.2020;18.286
Venezuela;VEN;23.09.2020;17.571
Venezuela;VEN;24.09.2020;17.143
Venezuela;VEN;25.09.2020;16.571
Venezuela;VEN;26.09.2020;16.143
Venezuela;VEN;27.09.2020;15.857
Venezuela;VEN;28.09.2020;16.429
Venezuela;VEN;29.09.2020;17
Venezuela;VEN;30.09.2020;17
Venezuela;VEN;01.10.2020;16.571
Venezuela;VEN;02.10.2020;16.429
Venezuela;VEN;03.10.2020;16
Venezuela;VEN;04.10.2020;15.429
Venezuela;VEN;05.10.2020;14
Venezuela;VEN;06.10.2020;12.571
Venezuela;VEN;07.10.2020;12
Venezuela;VEN;08.10.2020;11.714
Venezuela;VEN;09.10.2020;11.286
Venezuela;VEN;10.10.2020;11.286
Venezuela;VEN;11.10.2020;11.143
Venezuela;VEN;12.10.2020;12.571
Venezuela;VEN;13.10.2020;13.429
Venezuela;VEN;14.10.2020;14.143
Venezuela;VEN;15.10.2020;14.714
Venezuela;VEN;16.10.2020;15.286
Venezuela;VEN;17.10.2020;15.571
Venezuela;VEN;18.10.2020;16
Venezuela;VEN;19.10.2020;14.857
Venezuela;VEN;20.10.2020;14.571
Venezuela;VEN;21.10.2020;14
Venezuela;VEN;22.10.2020;13.286
Venezuela;VEN;23.10.2020;12.571
Venezuela;VEN;24.10.2020;12.143
Venezuela;VEN;25.10.2020;11.571
Venezuela;VEN;26.10.2020;12
Venezuela;VEN;27.10.2020;12.143
Venezuela;VEN;28.10.2020;12.571
Venezuela;VEN;29.10.2020;13.143
Venezuela;VEN;30.10.2020;13.571
Venezuela;VEN;31.10.2020;14
Venezuela;VEN;01.11.2020;14.571
Venezuela;VEN;02.11.2020;14.286
Venezuela;VEN;03.11.2020;14
Venezuela;VEN;04.11.2020;13.571
Venezuela;VEN;05.11.2020;13.143
Venezuela;VEN;06.11.2020;12.714
Venezuela;VEN;07.11.2020;12.143
Venezuela;VEN;08.11.2020;11.714
Venezuela;VEN;09.11.2020;12
Venezuela;VEN;10.11.2020;12.429
Venezuela;VEN;11.11.2020;12.857
Venezuela;VEN;12.11.2020;13.286
Venezuela;VEN;13.11.2020;13.857
Venezuela;VEN;14.11.2020;14.286
Venezuela;VEN;15.11.2020;14.571
Venezuela;VEN;16.11.2020;14.143
Venezuela;VEN;17.11.2020;13.714
Venezuela;VEN;18.11.2020;13.286
Venezuela;VEN;19.11.2020;12.714
Venezuela;VEN;20.11.2020;12
Venezuela;VEN;21.11.2020;11.429
Venezuela;VEN;22.11.2020;10.857
Venezuela;VEN;23.11.2020;11.286
Venezuela;VEN;24.11.2020;11.571
Venezuela;VEN;25.11.2020;11.857
Venezuela;VEN;26.11.2020;12.286
Venezuela;VEN;27.11.2020;12.857
Venezuela;VEN;28.11.2020;13.429
Venezuela;VEN;29.11.2020;13.857
Venezuela;VEN;30.11.2020;13.286
Venezuela;VEN;01.12.2020;12.714
Venezuela;VEN;02.12.2020;12.143
Venezuela;VEN;03.12.2020;11.714
Venezuela;VEN;04.12.2020;11.143
Venezuela;VEN;05.12.2020;10.714
Venezuela;VEN;06.12.2020;10.429
Venezuela;VEN;07.12.2020;10.571
Venezuela;VEN;08.12.2020;10.571
Venezuela;VEN;09.12.2020;10.714
Venezuela;VEN;10.12.2020;10.714
Venezuela;VEN;11.12.2020;10.857
Venezuela;VEN;12.12.2020;10.857
Venezuela;VEN;13.12.2020;11
Venezuela;VEN;14.12.2020;11
Venezuela;VEN;15.12.2020;11.143
Venezuela;VEN;16.12.2020;11.143
Venezuela;VEN;17.12.2020;11.143
Venezuela;VEN;18.12.2020;11
Venezuela;VEN;19.12.2020;10.857
Venezuela;VEN;20.12.2020;10.571
Venezuela;VEN;21.12.2020;10.286
Venezuela;VEN;22.12.2020;10
Venezuela;VEN;23.12.2020;9.571
Venezuela;VEN;24.12.2020;9.429
Venezuela;VEN;25.12.2020;11.571
Venezuela;VEN;26.12.2020;12.286
Venezuela;VEN;27.12.2020;12.714
Venezuela;VEN;28.12.2020;13.143
Venezuela;VEN;29.12.2020;13.571
Venezuela;VEN;30.12.2020;13.857
Venezuela;VEN;31.12.2020;14
Venezuela;VEN;01.01.2021;13.714
Venezuela;VEN;02.01.2021;14.286
Venezuela;VEN;03.01.2021;14.429
Venezuela;VEN;04.01.2021;15.857
Venezuela;VEN;05.01.2021;17.286
Venezuela;VEN;06.01.2021;19
Venezuela;VEN;07.01.2021;20.571
Venezuela;VEN;08.01.2021;20.286
Venezuela;VEN;09.01.2021;20.143
Venezuela;VEN;10.01.2021;20.429
Venezuela;VEN;11.01.2021;19
Venezuela;VEN;12.01.2021;17.571
Venezuela;VEN;13.01.2021;15.857
Venezuela;VEN;14.01.2021;14.286
Venezuela;VEN;15.01.2021;12.714
Venezuela;VEN;16.01.2021;11.714
Venezuela;VEN;17.01.2021;11
Venezuela;VEN;18.01.2021;11.429
Venezuela;VEN;19.01.2021;11.857
Venezuela;VEN;20.01.2021;12.714
Venezuela;VEN;21.01.2021;13.429
Venezuela;VEN;22.01.2021;14.143
Venezuela;VEN;23.01.2021;14.714
Venezuela;VEN;24.01.2021;15.143
Venezuela;VEN;25.01.2021;14.286
Venezuela;VEN;26.01.2021;13.571
Venezuela;VEN;27.01.2021;12.714
Venezuela;VEN;28.01.2021;11.857
Venezuela;VEN;29.01.2021;10.714
Venezuela;VEN;30.01.2021;9.714
Venezuela;VEN;31.01.2021;9
Venezuela;VEN;01.02.2021;9.286
Venezuela;VEN;02.02.2021;9.429
Venezuela;VEN;03.02.2021;9.714
Venezuela;VEN;04.02.2021;10
Venezuela;VEN;05.02.2021;10.571
Venezuela;VEN;06.02.2021;11.143
Venezuela;VEN;07.02.2021;11.571
Venezuela;VEN;08.02.2021;10.857
Venezuela;VEN;09.02.2021;10.143
Venezuela;VEN;10.02.2021;9.429
Venezuela;VEN;11.02.2021;8.571
Venezuela;VEN;12.02.2021;7.571
Venezuela;VEN;13.02.2021;6.571
Venezuela;VEN;14.02.2021;5.429
Venezuela;VEN;15.02.2021;6.143
Venezuela;VEN;16.02.2021;7.143
Venezuela;VEN;17.02.2021;7.286
Venezuela;VEN;18.02.2021;7.714
Venezuela;VEN;19.02.2021;8.143
Venezuela;VEN;20.02.2021;8.429
Venezuela;VEN;21.02.2021;9
Venezuela;VEN;22.02.2021;8.714
Venezuela;VEN;23.02.2021;8.143
Venezuela;VEN;24.02.2021;8.429
Venezuela;VEN;25.02.2021;8.571
Venezuela;VEN;26.02.2021;8.857
Venezuela;VEN;27.02.2021;9.143
Venezuela;VEN;28.02.2021;9.429
Venezuela;VEN;01.03.2021;8.714
Venezuela;VEN;02.03.2021;8.143
Venezuela;VEN;03.03.2021;7.429
Venezuela;VEN;04.03.2021;6.857
Venezuela;VEN;05.03.2021;6.286
Venezuela;VEN;06.03.2021;6
Venezuela;VEN;07.03.2021;5.571
Venezuela;VEN;08.03.2021;6.571
Venezuela;VEN;09.03.2021;7.429
Venezuela;VEN;10.03.2021;8.429
Venezuela;VEN;11.03.2021;9.286
Venezuela;VEN;12.03.2021;10.143
Venezuela;VEN;13.03.2021;10.714
Venezuela;VEN;14.03.2021;11.429
Venezuela;VEN;15.03.2021;10.857
Venezuela;VEN;16.03.2021;10.429
Venezuela;VEN;17.03.2021;9.857
Venezuela;VEN;18.03.2021;9.286
Venezuela;VEN;19.03.2021;8.857
Venezuela;VEN;20.03.2021;8.571
Venezuela;VEN;21.03.2021;8.143
Venezuela;VEN;22.03.2021;8.857
Venezuela;VEN;23.03.2021;9.571
Venezuela;VEN;24.03.2021;10.429
Venezuela;VEN;25.03.2021;11.286
Venezuela;VEN;26.03.2021;12.143
Venezuela;VEN;27.03.2021;12.857
Venezuela;VEN;28.03.2021;13.714
Venezuela;VEN;29.03.2021;14
Venezuela;VEN;30.03.2021;14.143
Venezuela;VEN;31.03.2021;14.143
Venezuela;VEN;01.04.2021;15.143
Venezuela;VEN;02.04.2021;16.714
Venezuela;VEN;03.04.2021;17.286
Venezuela;VEN;04.04.2021;17.286
Venezuela;VEN;05.04.2021;17.143
Venezuela;VEN;06.04.2021;17.143
Venezuela;VEN;07.04.2021;17.143
Venezuela;VEN;08.04.2021;16.143
Venezuela;VEN;09.04.2021;14.714
Venezuela;VEN;10.04.2021;14.286
Venezuela;VEN;11.04.2021;14.286
Venezuela;VEN;12.04.2021;13.571
Venezuela;VEN;13.04.2021;12.714
Venezuela;VEN;14.04.2021;12
Venezuela;VEN;15.04.2021;11.143
Venezuela;VEN;16.04.2021;10.143
Venezuela;VEN;17.04.2021;9.286
Venezuela;VEN;18.04.2021;8.571
Venezuela;VEN;19.04.2021;9.857
Venezuela;VEN;20.04.2021;10.429
Venezuela;VEN;21.04.2021;10.857
Venezuela;VEN;22.04.2021;11.571
Venezuela;VEN;23.04.2021;12.143
Venezuela;VEN;24.04.2021;12.714
Venezuela;VEN;25.04.2021;13.143
Venezuela;VEN;26.04.2021;11.714
Venezuela;VEN;27.04.2021;11.286
Venezuela;VEN;28.04.2021;10.857
Venezuela;VEN;29.04.2021;10.571
Venezuela;VEN;30.04.2021;10
Venezuela;VEN;01.05.2021;9.571
Venezuela;VEN;02.05.2021;9.143
Venezuela;VEN;03.05.2021;9.857
Venezuela;VEN;04.05.2021;10.286
Venezuela;VEN;05.05.2021;10.714
Venezuela;VEN;06.05.2021;10.857
Venezuela;VEN;07.05.2021;11.286
Venezuela;VEN;08.05.2021;11.286
Venezuela;VEN;09.05.2021;11
Venezuela;VEN;10.05.2021;10.286
Venezuela;VEN;11.05.2021;9.714
Venezuela;VEN;12.05.2021;9.143
Venezuela;VEN;13.05.2021;8.571
Venezuela;VEN;14.05.2021;8
Venezuela;VEN;15.05.2021;7.714
Venezuela;VEN;16.05.2021;7.857
Venezuela;VEN;17.05.2021;8.429
Venezuela;VEN;18.05.2021;9
Venezuela;VEN;19.05.2021;9.571
Venezuela;VEN;20.05.2021;10.143
Venezuela;VEN;21.05.2021;10.714
Venezuela;VEN;22.05.2021;11.286
Venezuela;VEN;23.05.2021;11.857
Venezuela;VEN;24.05.2021;11.429
Venezuela;VEN;25.05.2021;10.857
Venezuela;VEN;26.05.2021;10.286
Venezuela;VEN;27.05.2021;9.714
Venezuela;VEN;28.05.2021;9
Venezuela;VEN;29.05.2021;8.429
Venezuela;VEN;30.05.2021;7.857
Venezuela;VEN;31.05.2021;8.143
Venezuela;VEN;01.06.2021;8.571
Venezuela;VEN;02.06.2021;9.143
Venezuela;VEN;03.06.2021;9.714
Venezuela;VEN;04.06.2021;10.429
Venezuela;VEN;05.06.2021;11
Venezuela;VEN;06.06.2021;11.429
Venezuela;VEN;07.06.2021;11
Venezuela;VEN;08.06.2021;10.571
Venezuela;VEN;09.06.2021;9.857
Venezuela;VEN;10.06.2021;9.429
Venezuela;VEN;11.06.2021;8.714
Venezuela;VEN;12.06.2021;8.143
Venezuela;VEN;13.06.2021;7.571
Venezuela;VEN;14.06.2021;7.857
Venezuela;VEN;15.06.2021;8.143
Venezuela;VEN;16.06.2021;8.571
Venezuela;VEN;17.06.2021;8.714
Venezuela;VEN;18.06.2021;9.143
Venezuela;VEN;19.06.2021;9.286
Venezuela;VEN;20.06.2021;9.286
Venezuela;VEN;21.06.2021;8.857
Venezuela;VEN;22.06.2021;8.429
Venezuela;VEN;23.06.2021;8
Venezuela;VEN;24.06.2021;8.571
Venezuela;VEN;25.06.2021;8.143
Venezuela;VEN;26.06.2021;8.143
Venezuela;VEN;27.06.2021;8.286
Venezuela;VEN;28.06.2021;8.571
Venezuela;VEN;29.06.2021;8.857
Venezuela;VEN;30.06.2021;9.286
Venezuela;VEN;01.07.2021;8.714
Venezuela;VEN;02.07.2021;9.286
Venezuela;VEN;03.07.2021;9.429
Venezuela;VEN;04.07.2021;9.714
Venezuela;VEN;05.07.2021;10.429
Venezuela;VEN;06.07.2021;10
Venezuela;VEN;07.07.2021;9.429
Venezuela;VEN;08.07.2021;9
Venezuela;VEN;09.07.2021;8.714
Venezuela;VEN;10.07.2021;8.429
Venezuela;VEN;11.07.2021;8.143
Venezuela;VEN;12.07.2021;7.429
Venezuela;VEN;13.07.2021;7.714
Venezuela;VEN;14.07.2021;8.143
Venezuela;VEN;15.07.2021;8.286
Venezuela;VEN;16.07.2021;8.286
Venezuela;VEN;17.07.2021;8.143
Venezuela;VEN;18.07.2021;8
Venezuela;VEN;19.07.2021;7.714
Venezuela;VEN;20.07.2021;7.286
Venezuela;VEN;21.07.2021;6.714
Venezuela;VEN;22.07.2021;6.429
Venezuela;VEN;23.07.2021;6
Venezuela;VEN;24.07.2021;6
Venezuela;VEN;25.07.2021;6.143
Venezuela;VEN;26.07.2021;6.429
Venezuela;VEN;27.07.2021;6.857
Venezuela;VEN;28.07.2021;7.429
Venezuela;VEN;29.07.2021;7.714
Venezuela;VEN;30.07.2021;8
Venezuela;VEN;31.07.2021;8.143
Venezuela;VEN;01.08.2021;8.286
Venezuela;VEN;02.08.2021;8
Venezuela;VEN;03.08.2021;7.714
Venezuela;VEN;04.08.2021;7.286
Venezuela;VEN;05.08.2021;7
Venezuela;VEN;06.08.2021;6.714
Venezuela;VEN;07.08.2021;6.429
Venezuela;VEN;08.08.2021;5.857
Venezuela;VEN;09.08.2021;6.143
Venezuela;VEN;10.08.2021;6.429
Venezuela;VEN;11.08.2021;6.714
Venezuela;VEN;12.08.2021;7
Venezuela;VEN;13.08.2021;7.429
Venezuela;VEN;14.08.2021;7.857
Venezuela;VEN;15.08.2021;8.286
Venezuela;VEN;16.08.2021;7.857
Venezuela;VEN;17.08.2021;7.571
Venezuela;VEN;18.08.2021;7.286
Venezuela;VEN;19.08.2021;7
Venezuela;VEN;20.08.2021;6.571
Venezuela;VEN;21.08.2021;6.143
Venezuela;VEN;22.08.2021;5.857
Venezuela;VEN;23.08.2021;6.286
Venezuela;VEN;24.08.2021;6.571
Venezuela;VEN;25.08.2021;6.857
Venezuela;VEN;26.08.2021;7.286
Venezuela;VEN;27.08.2021;7.714
Venezuela;VEN;28.08.2021;8.143
Venezuela;VEN;29.08.2021;8.571
Venezuela;VEN;30.08.2021;8.286
Venezuela;VEN;31.08.2021;8
Venezuela;VEN;01.09.2021;7.714
Venezuela;VEN;02.09.2021;7.286
Venezuela;VEN;03.09.2021;6.857
Venezuela;VEN;04.09.2021;6.571
Venezuela;VEN;05.09.2021;6.286
Venezuela;VEN;06.09.2021;6.429
Venezuela;VEN;07.09.2021;6.714
Venezuela;VEN;08.09.2021;7
Venezuela;VEN;09.09.2021;7.143
Venezuela;VEN;10.09.2021;7.429
Venezuela;VEN;11.09.2021;7.571
Venezuela;VEN;12.09.2021;7.714
Venezuela;VEN;13.09.2021;7.286
Venezuela;VEN;14.09.2021;6.857
Venezuela;VEN;15.09.2021;6.429
Venezuela;VEN;16.09.2021;6.143
Venezuela;VEN;17.09.2021;5.857
Venezuela;VEN;18.09.2021;5.571
Venezuela;VEN;19.09.2021;5.286
Venezuela;VEN;20.09.2021;5.714
Venezuela;VEN;21.09.2021;6.143
Venezuela;VEN;22.09.2021;6.571
Venezuela;VEN;23.09.2021;6.857
Venezuela;VEN;24.09.2021;7
Venezuela;VEN;25.09.2021;7.143
Venezuela;VEN;26.09.2021;7.429
Venezuela;VEN;27.09.2021;7
Venezuela;VEN;28.09.2021;6.429
Venezuela;VEN;29.09.2021;6
Venezuela;VEN;30.09.2021;5.857
Venezuela;VEN;01.10.2021;6
Venezuela;VEN;02.10.2021;6
Venezuela;VEN;03.10.2021;5.857
Venezuela;VEN;04.10.2021;6.143
Venezuela;VEN;05.10.2021;6.571
Venezuela;VEN;06.10.2021;6.857
Venezuela;VEN;07.10.2021;7.143
Venezuela;VEN;08.10.2021;7.143
Venezuela;VEN;09.10.2021;7.286
Venezuela;VEN;10.10.2021;7.571
Venezuela;VEN;11.10.2021;7.286
